Product Name,Category,Unit Cost,Selling Price,Current Stock,Min Stock,Max Stock,Warehouse,Supplier,Reliability,Lead Time,Shipment Expected,Shipment Actual,Shipment Cost,Order Qty,Order Date,Region
Bearing Assembly,Parts,11.0,24.5,,,,,,,,,,,5,2025-10-06,MEA
LED Panel,Electronics,30.0,65.0,,,,,,,,,,,1,2026-02-11,US
Bubble Wrap Roll,Packaging,4.0,9.99,,,,,,,,,,,3,2025-09-27,LATAM
Cardboard Box L,Packaging,1.2,3.5,,,,,,,,,,,34,2025-12-08,US
Conveyor Belt,Finished Goods,180.0,380.0,,,,,,,,,,,1,2026-05-04,US
Foam Insert,Packaging,3.5,8.0,,,,,,,,,,,4,2026-03-24,APAC
LED Panel,Electronics,30.0,65.0,,,,,,,,,,,2,2026-03-29,EU
Conveyor Belt,Finished Goods,180.0,380.0,,,,,,,,,,,1,2026-03-09,LATAM
Foam Insert,Packaging,3.5,8.0,,,,,,,,,,,2,2025-08-23,US
Motor Assembly,Finished Goods,120.0,249.99,,,,,,,,,,,1,2025-12-05,US
Aluminum Rod,Raw Materials,18.0,32.0,,,,,,,,,,,4,2025-11-11,US
Wire Harness,Parts,7.8,18.5,,,,,,,,,,,1,2025-07-29,LATAM
Sensor Kit,Electronics,8.75,19.99,,,,,,,,,,,15,2025-10-24,APAC
Widget Pro,Electronics,12.5,29.99,,,,,,,,,,,8,2025-12-29,US
Widget Pro,Electronics,12.5,29.99,,,,,,,,,,,5,2025-09-19,MEA
Widget Pro,Electronics,12.5,29.99,,,,,,,,,,,9,2025-06-18,US
Conveyor Belt,Finished Goods,180.0,380.0,,,,,,,,,,,1,2025-07-26,APAC
Steel Sheet,Raw Materials,35.0,55.0,,,,,,,,,,,4,2025-10-20,US
Copper Wire Coil,Raw Materials,28.5,48.0,,,,,,,,,,,1,2025-10-15,US
Micro Controller,Electronics,18.5,42.0,,,,,,,,,,,1,2026-03-31,US
Circuit Board,Electronics,15.3,34.99,,,,,,,,,,,6,2025-11-29,US
Aluminum Rod,Raw Materials,18.0,32.0,,,,,,,,,,,1,2025-09-29,MEA
Aluminum Rod,Raw Materials,18.0,32.0,,,,,,,,,,,1,2025-11-28,LATAM
Widget Pro,Electronics,12.5,29.99,,,,,,,,,,,6,2025-07-26,APAC
Cardboard Box L,Packaging,1.2,3.5,,,,,,,,,,,11,2025-11-13,US
Gear Set,Parts,14.0,28.0,,,,,,,,,,,1,2025-08-06,US
Packing Tape,Packaging,2.0,5.5,,,,,,,,,,,6,2025-11-19,LATAM
Aluminum Rod,Raw Materials,18.0,32.0,,,,,,,,,,,3,2025-07-06,US
Cardboard Box L,Packaging,1.2,3.5,,,,,,,,,,,22,2025-06-18,MEA
Wire Harness,Parts,7.8,18.5,,,,,,,,,,,4,2026-04-25,EU
Power Module,Electronics,22.0,49.99,,,,,,,,,,,2,2026-05-14,APAC
Conveyor Belt,Finished Goods,180.0,380.0,,,,,,,,,,,1,2026-05-05,MEA
Bolt Pack,Parts,2.5,6.99,,,,,,,,,,,7,2025-09-08,LATAM
Titanium Bar,Raw Materials,95.0,160.0,,,,,,,,,,,1,2025-10-31,LATAM
Sensor Kit,Electronics,8.75,19.99,,,,,,,,,,,2,2025-09-18,US
Plastic Pellets,Raw Materials,5.0,12.0,,,,,,,,,,,27,2025-12-05,LATAM
Steel Sheet,Raw Materials,35.0,55.0,,,,,,,,,,,2,2025-08-20,MEA
Circuit Board,Electronics,15.3,34.99,,,,,,,,,,,2,2026-01-21,LATAM
Pump System,Finished Goods,200.0,425.0,,,,,,,,,,,1,2025-11-01,MEA
Cardboard Box L,Packaging,1.2,3.5,,,,,,,,,,,39,2025-11-10,APAC
Plastic Pellets,Raw Materials,5.0,12.0,,,,,,,,,,,7,2025-11-21,LATAM
Titanium Bar,Raw Materials,95.0,160.0,,,,,,,,,,,1,2025-06-27,APAC
Bolt Pack,Parts,2.5,6.99,,,,,,,,,,,13,2026-03-21,US
LED Panel,Electronics,30.0,65.0,,,,,,,,,,,8,2025-12-28,US
Circuit Board,Electronics,15.3,34.99,,,,,,,,,,,5,2025-07-20,US
Aluminum Rod,Raw Materials,18.0,32.0,,,,,,,,,,,3,2025-08-10,MEA
Micro Controller,Electronics,18.5,42.0,,,,,,,,,,,1,2025-12-20,EU
Sensor Kit,Electronics,8.75,19.99,,,,,,,,,,,15,2025-08-31,LATAM
Bolt Pack,Parts,2.5,6.99,,,,,,,,,,,23,2025-10-15,MEA
Aluminum Rod,Raw Materials,18.0,32.0,,,,,,,,,,,1,2026-04-20,EU
Pump System,Finished Goods,200.0,425.0,,,,,,,,,,,1,2026-04-20,APAC
Power Module,Electronics,22.0,49.99,,,,,,,,,,,2,2025-12-06,US
Connector Set,Parts,4.2,11.99,,,,,,,,,,,2,2025-07-19,APAC
Copper Wire Coil,Raw Materials,28.5,48.0,,,,,,,,,,,1,2025-12-10,US
Connector Set,Parts,4.2,11.99,,,,,,,,,,,2,2025-05-28,EU
Power Module,Electronics,22.0,49.99,,,,,,,,,,,1,2025-10-14,US
Copper Wire Coil,Raw Materials,28.5,48.0,,,,,,,,,,,1,2025-07-21,MEA
Gasket Ring,Parts,1.8,4.99,,,,,,,,,,,6,2025-10-28,APAC
Circuit Board,Electronics,15.3,34.99,,,,,,,,,,,3,2025-07-10,APAC
Circuit Board,Electronics,15.3,34.99,,,,,,,,,,,3,2026-03-31,EU
Bearing Assembly,Parts,11.0,24.5,,,,,,,,,,,2,2025-10-17,US
Titanium Bar,Raw Materials,95.0,160.0,,,,,,,,,,,1,2025-08-31,US
Aluminum Rod,Raw Materials,18.0,32.0,,,,,,,,,,,5,2025-10-06,US
Bearing Assembly,Parts,11.0,24.5,,,,,,,,,,,2,2025-08-18,LATAM
Wire Harness,Parts,7.8,18.5,,,,,,,,,,,6,2025-11-15,US
Motor Assembly,Finished Goods,120.0,249.99,,,,,,,,,,,1,2026-05-02,US
Rubber Sheet,Raw Materials,8.0,15.0,,,,,,,,,,,7,2025-10-16,US
Gasket Ring,Parts,1.8,4.99,,,,,,,,,,,25,2025-11-11,MEA
Conveyor Belt,Finished Goods,180.0,380.0,,,,,,,,,,,1,2025-10-20,EU
Copper Wire Coil,Raw Materials,28.5,48.0,,,,,,,,,,,1,2026-02-17,APAC
Bearing Assembly,Parts,11.0,24.5,,,,,,,,,,,5,2025-12-24,LATAM
LED Panel,Electronics,30.0,65.0,,,,,,,,,,,3,2025-07-31,US
Wire Harness,Parts,7.8,18.5,,,,,,,,,,,1,2025-07-22,MEA
Aluminum Rod,Raw Materials,18.0,32.0,,,,,,,,,,,2,2025-08-04,MEA
Power Module,Electronics,22.0,49.99,,,,,,,,,,,3,2025-06-19,MEA
Steel Sheet,Raw Materials,35.0,55.0,,,,,,,,,,,2,2025-12-08,EU
Power Module,Electronics,22.0,49.99,,,,,,,,,,,2,2025-12-26,LATAM
Titanium Bar,Raw Materials,95.0,160.0,,,,,,,,,,,1,2026-05-06,LATAM
Copper Wire Coil,Raw Materials,28.5,48.0,,,,,,,,,,,1,2026-01-20,EU
Gasket Ring,Parts,1.8,4.99,,,,,,,,,,,14,2026-03-15,APAC
LED Panel,Electronics,30.0,65.0,,,,,,,,,,,3,2025-11-25,LATAM
Copper Wire Coil,Raw Materials,28.5,48.0,,,,,,,,,,,1,2025-10-11,LATAM
Pump System,Finished Goods,200.0,425.0,,,,,,,,,,,1,2026-04-15,US
Circuit Board,Electronics,15.3,34.99,,,,,,,,,,,2,2026-01-09,EU
Packing Tape,Packaging,2.0,5.5,,,,,,,,,,,14,2025-10-20,APAC
Gasket Ring,Parts,1.8,4.99,,,,,,,,,,,19,2026-03-30,US
Titanium Bar,Raw Materials,95.0,160.0,,,,,,,,,,,1,2025-09-11,MEA
Steel Sheet,Raw Materials,35.0,55.0,,,,,,,,,,,2,2026-03-29,EU
Pump System,Finished Goods,200.0,425.0,,,,,,,,,,,1,2025-08-22,EU
Control Unit,Finished Goods,85.0,175.0,,,,,,,,,,,1,2026-02-07,MEA
Bolt Pack,Parts,2.5,6.99,,,,,,,,,,,10,2025-09-21,APAC
Rubber Sheet,Raw Materials,8.0,15.0,,,,,,,,,,,3,2026-03-19,LATAM
Copper Wire Coil,Raw Materials,28.5,48.0,,,,,,,,,,,1,2025-07-12,US
Foam Insert,Packaging,3.5,8.0,,,,,,,,,,,7,2025-09-20,US
Foam Insert,Packaging,3.5,8.0,,,,,,,,,,,3,2026-03-31,EU
Motor Assembly,Finished Goods,120.0,249.99,,,,,,,,,,,1,2026-01-24,EU
Sensor Kit,Electronics,8.75,19.99,,,,,,,,,,,2,2025-07-16,MEA
Copper Wire Coil,Raw Materials,28.5,48.0,,,,,,,,,,,3,2025-10-25,US
Bearing Assembly,Parts,11.0,24.5,,,,,,,,,,,5,2025-06-03,MEA
Packing Tape,Packaging,2.0,5.5,,,,,,,,,,,13,2025-08-19,MEA
Plastic Pellets,Raw Materials,5.0,12.0,,,,,,,,,,,6,2025-07-07,MEA
Rubber Sheet,Raw Materials,8.0,15.0,,,,,,,,,,,2,2026-02-15,US
Circuit Board,Electronics,15.3,34.99,,,,,,,,,,,1,2026-02-19,MEA
Bolt Pack,Parts,2.5,6.99,,,,,,,,,,,6,2025-09-08,MEA
Steel Sheet,Raw Materials,35.0,55.0,,,,,,,,,,,1,2025-07-02,APAC
Titanium Bar,Raw Materials,95.0,160.0,,,,,,,,,,,1,2026-04-13,EU
Bearing Assembly,Parts,11.0,24.5,,,,,,,,,,,3,2025-12-02,LATAM
Connector Set,Parts,4.2,11.99,,,,,,,,,,,3,2026-05-14,US
Widget Pro,Electronics,12.5,29.99,,,,,,,,,,,3,2025-06-23,MEA
Wire Harness,Parts,7.8,18.5,,,,,,,,,,,1,2026-01-13,US
Motor Assembly,Finished Goods,120.0,249.99,,,,,,,,,,,2,2025-10-06,EU
Bearing Assembly,Parts,11.0,24.5,,,,,,,,,,,1,2026-03-12,APAC
Bolt Pack,Parts,2.5,6.99,,,,,,,,,,,28,2025-06-09,LATAM
LED Panel,Electronics,30.0,65.0,,,,,,,,,,,3,2025-08-11,APAC
Conveyor Belt,Finished Goods,180.0,380.0,,,,,,,,,,,1,2026-04-19,US
Micro Controller,Electronics,18.5,42.0,,,,,,,,,,,2,2025-12-13,MEA
Circuit Board,Electronics,15.3,34.99,,,,,,,,,,,1,2025-11-05,LATAM
Aluminum Rod,Raw Materials,18.0,32.0,,,,,,,,,,,4,2025-12-03,APAC
Steel Sheet,Raw Materials,35.0,55.0,,,,,,,,,,,1,2025-12-06,US
Sensor Kit,Electronics,8.75,19.99,,,,,,,,,,,13,2025-07-19,US
Packing Tape,Packaging,2.0,5.5,,,,,,,,,,,7,2026-01-17,US
Conveyor Belt,Finished Goods,180.0,380.0,,,,,,,,,,,1,2026-01-05,US
Gadget X,Electronics,45.0,89.99,,,,,,,,,,,1,2025-08-12,US
Circuit Board,Electronics,15.3,34.99,,,,,,,,,,,7,2025-10-18,US
Control Unit,Finished Goods,85.0,175.0,,,,,,,,,,,1,2025-06-07,APAC
Copper Wire Coil,Raw Materials,28.5,48.0,,,,,,,,,,,1,2025-12-04,LATAM
Steel Sheet,Raw Materials,35.0,55.0,,,,,,,,,,,3,2025-06-02,LATAM
Gear Set,Parts,14.0,28.0,,,,,,,,,,,4,2025-06-19,LATAM
Bubble Wrap Roll,Packaging,4.0,9.99,,,,,,,,,,,3,2026-01-14,APAC
Micro Controller,Electronics,18.5,42.0,,,,,,,,,,,3,2026-03-28,LATAM
Hydraulic Press,Finished Goods,350.0,699.0,,,,,,,,,,,1,2025-07-25,LATAM
Foam Insert,Packaging,3.5,8.0,,,,,,,,,,,6,2025-06-29,MEA
Plastic Pellets,Raw Materials,5.0,12.0,,,,,,,,,,,21,2025-10-29,US
Bolt Pack,Parts,2.5,6.99,,,,,,,,,,,16,2025-10-31,LATAM
Gasket Ring,Parts,1.8,4.99,,,,,,,,,,,13,2025-11-03,EU
Gear Set,Parts,14.0,28.0,,,,,,,,,,,4,2026-05-24,US
Bolt Pack,Parts,2.5,6.99,,,,,,,,,,,39,2025-10-31,APAC
Gear Set,Parts,14.0,28.0,,,,,,,,,,,1,2026-02-23,EU
Control Unit,Finished Goods,85.0,175.0,,,,,,,,,,,1,2025-09-16,APAC
Cardboard Box L,Packaging,1.2,3.5,,,,,,,,,,,7,2025-10-13,MEA
Bearing Assembly,Parts,11.0,24.5,,,,,,,,,,,2,2026-05-03,EU
Control Unit,Finished Goods,85.0,175.0,,,,,,,,,,,1,2025-10-25,EU
Pump System,Finished Goods,200.0,425.0,,,,,,,,,,,1,2026-04-27,LATAM
Shrink Wrap,Packaging,6.0,14.0,,,,,,,,,,,1,2026-03-13,EU
Steel Sheet,Raw Materials,35.0,55.0,,,,,,,,,,,1,2026-04-15,US
Copper Wire Coil,Raw Materials,28.5,48.0,,,,,,,,,,,1,2025-07-18,APAC
Copper Wire Coil,Raw Materials,28.5,48.0,,,,,,,,,,,1,2026-04-13,APAC
Cardboard Box L,Packaging,1.2,3.5,,,,,,,,,,,28,2025-12-28,LATAM
Connector Set,Parts,4.2,11.99,,,,,,,,,,,10,2025-10-01,EU
Sensor Kit,Electronics,8.75,19.99,,,,,,,,,,,10,2025-12-26,US
Cardboard Box L,Packaging,1.2,3.5,,,,,,,,,,,17,2025-06-23,EU
Widget Pro,Electronics,12.5,29.99,,,,,,,,,,,9,2025-07-31,APAC
Steel Sheet,Raw Materials,35.0,55.0,,,,,,,,,,,1,2025-07-12,LATAM
Copper Wire Coil,Raw Materials,28.5,48.0,,,,,,,,,,,2,2025-11-30,US
Control Unit,Finished Goods,85.0,175.0,,,,,,,,,,,1,2026-03-23,MEA
Plastic Pellets,Raw Materials,5.0,12.0,,,,,,,,,,,10,2025-06-05,MEA
Plastic Pellets,Raw Materials,5.0,12.0,,,,,,,,,,,11,2025-08-21,EU
Control Unit,Finished Goods,85.0,175.0,,,,,,,,,,,1,2025-08-15,APAC
Connector Set,Parts,4.2,11.99,,,,,,,,,,,3,2026-03-11,US
Copper Wire Coil,Raw Materials,28.5,48.0,,,,,,,,,,,1,2025-10-22,MEA
Cardboard Box L,Packaging,1.2,3.5,,,,,,,,,,,27,2025-06-08,MEA
Bolt Pack,Parts,2.5,6.99,,,,,,,,,,,29,2026-05-05,LATAM
Motor Assembly,Finished Goods,120.0,249.99,,,,,,,,,,,2,2025-11-11,APAC
Bearing Assembly,Parts,11.0,24.5,,,,,,,,,,,4,2025-07-23,MEA
LED Panel,Electronics,30.0,65.0,,,,,,,,,,,4,2025-06-07,APAC
Circuit Board,Electronics,15.3,34.99,,,,,,,,,,,3,2025-07-10,MEA
Motor Assembly,Finished Goods,120.0,249.99,,,,,,,,,,,1,2025-09-23,LATAM
Gear Set,Parts,14.0,28.0,,,,,,,,,,,6,2025-10-28,MEA
Gear Set,Parts,14.0,28.0,,,,,,,,,,,3,2025-07-04,US
Packing Tape,Packaging,2.0,5.5,,,,,,,,,,,3,2026-01-15,MEA
Widget Pro,Electronics,12.5,29.99,,,,,,,,,,,1,2026-01-23,EU
Sensor Kit,Electronics,8.75,19.99,,,,,,,,,,,9,2026-03-29,EU
Bolt Pack,Parts,2.5,6.99,,,,,,,,,,,30,2025-07-22,EU
Motor Assembly,Finished Goods,120.0,249.99,,,,,,,,,,,1,2025-09-09,US
Foam Insert,Packaging,3.5,8.0,,,,,,,,,,,8,2025-12-31,APAC
Widget Pro,Electronics,12.5,29.99,,,,,,,,,,,8,2025-10-07,US
Foam Insert,Packaging,3.5,8.0,,,,,,,,,,,7,2025-09-04,US
Bearing Assembly,Parts,11.0,24.5,,,,,,,,,,,2,2025-10-02,US
Rubber Sheet,Raw Materials,8.0,15.0,,,,,,,,,,,2,2025-10-06,APAC
Titanium Bar,Raw Materials,95.0,160.0,,,,,,,,,,,1,2025-07-20,EU
Aluminum Rod,Raw Materials,18.0,32.0,,,,,,,,,,,1,2026-01-27,APAC
Bubble Wrap Roll,Packaging,4.0,9.99,,,,,,,,,,,5,2026-05-24,APAC
Cardboard Box L,Packaging,1.2,3.5,,,,,,,,,,,26,2025-12-24,EU
Packing Tape,Packaging,2.0,5.5,,,,,,,,,,,13,2025-07-19,MEA
Foam Insert,Packaging,3.5,8.0,,,,,,,,,,,2,2025-09-20,EU
Connector Set,Parts,4.2,11.99,,,,,,,,,,,2,2025-12-20,EU
Hydraulic Press,Finished Goods,350.0,699.0,,,,,,,,,,,1,2025-06-27,EU
Motor Assembly,Finished Goods,120.0,249.99,,,,,,,,,,,1,2025-05-26,LATAM
Steel Sheet,Raw Materials,35.0,55.0,,,,,,,,,,,1,2026-01-16,US
Packing Tape,Packaging,2.0,5.5,,,,,,,,,,,5,2026-02-05,MEA
Pump System,Finished Goods,200.0,425.0,,,,,,,,,,,1,2025-07-20,MEA
Connector Set,Parts,4.2,11.99,,,,,,,,,,,5,2026-01-18,EU
Motor Assembly,Finished Goods,120.0,249.99,,,,,,,,,,,1,2025-11-28,APAC
Connector Set,Parts,4.2,11.99,,,,,,,,,,,9,2025-09-10,MEA
Motor Assembly,Finished Goods,120.0,249.99,,,,,,,,,,,2,2025-07-26,US
Widget Pro,Electronics,12.5,29.99,,,,,,,,,,,2,2025-07-13,EU
Gasket Ring,Parts,1.8,4.99,,,,,,,,,,,22,2025-11-14,MEA
Bolt Pack,Parts,2.5,6.99,,,,,,,,,,,16,2026-05-14,US
Steel Sheet,Raw Materials,35.0,55.0,,,,,,,,,,,1,2025-09-15,EU
Connector Set,Parts,4.2,11.99,,,,,,,,,,,6,2026-05-05,MEA
Motor Assembly,Finished Goods,120.0,249.99,,,,,,,,,,,1,2026-01-26,EU
LED Panel,Electronics,30.0,65.0,,,,,,,,,,,5,2025-07-20,MEA
Bolt Pack,Parts,2.5,6.99,,,,,,,,,,,32,2025-12-08,MEA
Control Unit,Finished Goods,85.0,175.0,,,,,,,,,,,1,2026-04-13,MEA
Steel Sheet,Raw Materials,35.0,55.0,,,,,,,,,,,2,2025-10-28,MEA
Widget Pro,Electronics,12.5,29.99,,,,,,,,,,,3,2025-07-31,APAC
Titanium Bar,Raw Materials,95.0,160.0,,,,,,,,,,,1,2025-10-27,US
Pump System,Finished Goods,200.0,425.0,,,,,,,,,,,1,2025-07-14,APAC
Plastic Pellets,Raw Materials,5.0,12.0,,,,,,,,,,,10,2025-07-18,MEA
Connector Set,Parts,4.2,11.99,,,,,,,,,,,5,2025-10-25,MEA
Foam Insert,Packaging,3.5,8.0,,,,,,,,,,,6,2026-04-17,LATAM
Hydraulic Press,Finished Goods,350.0,699.0,,,,,,,,,,,1,2026-01-15,LATAM
Motor Assembly,Finished Goods,120.0,249.99,,,,,,,,,,,1,2025-10-14,LATAM
Circuit Board,Electronics,15.3,34.99,,,,,,,,,,,2,2026-01-23,EU
Control Unit,Finished Goods,85.0,175.0,,,,,,,,,,,2,2025-12-30,MEA
Sensor Kit,Electronics,8.75,19.99,,,,,,,,,,,3,2026-04-26,EU
Bubble Wrap Roll,Packaging,4.0,9.99,,,,,,,,,,,3,2025-11-02,EU
Foam Insert,Packaging,3.5,8.0,,,,,,,,,,,9,2025-08-21,APAC
Micro Controller,Electronics,18.5,42.0,,,,,,,,,,,3,2025-07-30,APAC
Bolt Pack,Parts,2.5,6.99,,,,,,,,,,,30,2025-09-29,MEA
Aluminum Rod,Raw Materials,18.0,32.0,,,,,,,,,,,4,2025-06-16,LATAM
Widget Pro,Electronics,12.5,29.99,,,,,,,,,,,5,2026-05-01,EU
Copper Wire Coil,Raw Materials,28.5,48.0,,,,,,,,,,,1,2025-09-05,US
Conveyor Belt,Finished Goods,180.0,380.0,,,,,,,,,,,1,2025-10-23,APAC
Rubber Sheet,Raw Materials,8.0,15.0,,,,,,,,,,,5,2026-05-18,MEA
Circuit Board,Electronics,15.3,34.99,,,,,,,,,,,5,2025-10-30,US
Control Unit,Finished Goods,85.0,175.0,,,,,,,,,,,1,2025-08-31,LATAM
Packing Tape,Packaging,2.0,5.5,,,,,,,,,,,3,2026-04-16,MEA
Gasket Ring,Parts,1.8,4.99,,,,,,,,,,,10,2026-02-17,LATAM
Aluminum Rod,Raw Materials,18.0,32.0,,,,,,,,,,,2,2026-04-28,MEA
Power Module,Electronics,22.0,49.99,,,,,,,,,,,1,2026-01-11,MEA
Gasket Ring,Parts,1.8,4.99,,,,,,,,,,,18,2025-11-18,LATAM
Power Module,Electronics,22.0,49.99,,,,,,,,,,,2,2025-09-26,LATAM
Shrink Wrap,Packaging,6.0,14.0,,,,,,,,,,,4,2025-09-16,MEA
Circuit Board,Electronics,15.3,34.99,,,,,,,,,,,7,2025-12-03,US
Aluminum Rod,Raw Materials,18.0,32.0,,,,,,,,,,,4,2025-08-08,US
Filter Cartridge,Parts,9.5,22.0,,,,,,,,,,,1,2026-02-06,US
Pump System,Finished Goods,200.0,425.0,,,,,,,,,,,1,2025-09-06,APAC
Circuit Board,Electronics,15.3,34.99,,,,,,,,,,,8,2025-10-16,EU
Filter Cartridge,Parts,9.5,22.0,,,,,,,,,,,5,2025-09-15,US
Gadget X,Electronics,45.0,89.99,,,,,,,,,,,1,2026-03-19,APAC
Plastic Pellets,Raw Materials,5.0,12.0,,,,,,,,,,,17,2025-12-07,LATAM
Gadget X,Electronics,45.0,89.99,,,,,,,,,,,2,2026-03-21,US
Gasket Ring,Parts,1.8,4.99,,,,,Lambda Sourcing,,,2026-01-11,2026-01-17,474.81,,,
Titanium Bar,Raw Materials,95.0,160.0,,,,,,,,,,,1,2025-07-14,LATAM
Sensor Kit,Electronics,8.75,19.99,,,,,,,,,,,3,2025-07-11,EU
Shrink Wrap,Packaging,6.0,14.0,,,,,,,,,,,6,2025-07-11,MEA
Filter Cartridge,Parts,9.5,22.0,,,,,,,,,,,2,2026-01-02,LATAM
Sensor Kit,Electronics,8.75,19.99,,,,,,,,,,,3,2025-12-19,US
Steel Sheet,Raw Materials,35.0,55.0,,,,,,,,,,,1,2025-09-30,US
Steel Sheet,Raw Materials,35.0,55.0,,,,,,,,,,,2,2025-11-22,EU
Rubber Sheet,Raw Materials,8.0,15.0,,,,,,,,,,,4,2026-04-13,MEA
Widget Pro,Electronics,12.5,29.99,,,,,,,,,,,7,2025-06-19,MEA
Connector Set,Parts,4.2,11.99,,,,,,,,,,,6,2025-12-31,MEA
Bolt Pack,Parts,2.5,6.99,,,,,,,,,,,14,2026-03-01,MEA
Widget Pro,Electronics,12.5,29.99,,,,,,,,,,,4,2025-12-29,MEA
Packing Tape,Packaging,2.0,5.5,,,,,,,,,,,15,2025-07-27,MEA
Control Unit,Finished Goods,85.0,175.0,,,,,,,,,,,1,2026-04-18,US
Rubber Sheet,Raw Materials,8.0,15.0,,,,,,,,,,,3,2025-10-24,US
Gear Set,Parts,14.0,28.0,,,,,,,,,,,2,2026-02-03,US
Bearing Assembly,Parts,11.0,24.5,,,,,Kappa Wholesale,,,2026-05-24,2026-05-27,400.27,,,
Hydraulic Press,Finished Goods,350.0,699.0,,,,,,,,,,,1,2026-05-20,EU
Bolt Pack,Parts,2.5,6.99,,,,,,,,,,,35,2025-10-05,US
Motor Assembly,Finished Goods,120.0,249.99,,,,,,,,,,,1,2025-06-18,US
Motor Assembly,Finished Goods,120.0,249.99,,,,,,,,,,,1,2025-11-21,APAC
Foam Insert,Packaging,3.5,8.0,,,,,,,,,,,3,2025-05-28,EU
Rubber Sheet,Raw Materials,8.0,15.0,,,,,,,,,,,5,2026-03-21,EU
Shrink Wrap,Packaging,6.0,14.0,,,,,,,,,,,3,2025-10-22,MEA
Packing Tape,Packaging,2.0,5.5,,,,,,,,,,,13,2025-11-02,LATAM
LED Panel,Electronics,30.0,65.0,,,,,,,,,,,1,2026-02-10,EU
Steel Sheet,Raw Materials,35.0,55.0,,,,,,,,,,,1,2026-02-04,APAC
Rubber Sheet,Raw Materials,8.0,15.0,,,,,,,,,,,2,2025-06-01,EU
Circuit Board,Electronics,15.3,34.99,,,,,,,,,,,6,2025-07-30,LATAM
Filter Cartridge,Parts,9.5,22.0,,,,,,,,,,,1,2025-10-01,EU
Circuit Board,Electronics,15.3,34.99,,,,,,,,,,,3,2025-11-24,US
Shrink Wrap,Packaging,6.0,14.0,,,,,,,,,,,5,2025-12-25,US
Plastic Pellets,Raw Materials,5.0,12.0,,,,,,,,,,,16,2025-10-21,US
Control Unit,Finished Goods,85.0,175.0,,,,,,,,,,,1,2025-07-27,EU
Hydraulic Press,Finished Goods,350.0,699.0,,,,,,,,,,,1,2026-04-08,MEA
Sensor Kit,Electronics,8.75,19.99,,,,,Gamma Supply,,,2026-01-26,2026-02-06,234.45,,,
Power Module,Electronics,22.0,49.99,,,,,,,,,,,3,2026-04-28,EU
Cardboard Box L,Packaging,1.2,3.5,,,,,,,,,,,19,2025-05-31,EU
Gadget X,Electronics,45.0,89.99,,,,,,,,,,,2,2025-06-09,EU
Bolt Pack,Parts,2.5,6.99,,,,,,,,,,,5,2026-03-26,EU
Motor Assembly,Finished Goods,120.0,249.99,,,,,,,,,,,1,2025-05-31,APAC
Foam Insert,Packaging,3.5,8.0,,,,,,,,,,,7,2025-12-10,LATAM
LED Panel,Electronics,30.0,65.0,,,,,,,,,,,4,2025-09-08,LATAM
Sensor Kit,Electronics,8.75,19.99,,,,,,,,,,,2,2025-09-05,MEA
Wire Harness,Parts,7.8,18.5,,,,,,,,,,,1,2025-09-07,EU
Bubble Wrap Roll,Packaging,4.0,9.99,,,,,,,,,,,2,2025-09-29,LATAM
Bubble Wrap Roll,Packaging,4.0,9.99,,,,,,,,,,,8,2025-12-03,APAC
Aluminum Rod,Raw Materials,18.0,32.0,,,,,,,,,,,2,2025-11-02,LATAM
Bearing Assembly,Parts,11.0,24.5,,,,,,,,,,,3,2025-05-28,MEA
Pump System,Finished Goods,200.0,425.0,,,,,,,,,,,1,2025-07-27,MEA
Steel Sheet,Raw Materials,35.0,55.0,,,,,,,,,,,1,2026-02-09,MEA
Titanium Bar,Raw Materials,95.0,160.0,,,,,,,,,,,1,2026-05-24,EU
Bolt Pack,Parts,2.5,6.99,,,,,,,,,,,12,2026-04-01,US
Bearing Assembly,Parts,11.0,24.5,,,,,,,,,,,1,2025-09-07,MEA
Bubble Wrap Roll,Packaging,4.0,9.99,,,,,,,,,,,4,2025-12-06,APAC
Widget Pro,Electronics,12.5,29.99,,,,,,,,,,,1,2026-04-02,MEA
Gasket Ring,Parts,1.8,4.99,,,,,,,,,,,25,2025-11-26,LATAM
Pump System,Finished Goods,200.0,425.0,,,,,,,,,,,1,2026-03-25,EU
Gear Set,Parts,14.0,28.0,,,,,,,,,,,3,2026-03-30,MEA
Wire Harness,Parts,7.8,18.5,,,,,,,,,,,4,2026-04-09,US
Sensor Kit,Electronics,8.75,19.99,,,,,,,,,,,6,2026-05-06,MEA
Conveyor Belt,Finished Goods,180.0,380.0,,,,,,,,,,,1,2026-01-13,LATAM
Plastic Pellets,Raw Materials,5.0,12.0,,,,,,,,,,,16,2025-09-01,US
Bubble Wrap Roll,Packaging,4.0,9.99,,,,,,,,,,,3,2025-07-22,LATAM
Conveyor Belt,Finished Goods,180.0,380.0,,,,,,,,,,,1,2026-01-29,LATAM
Circuit Board,Electronics,15.3,34.99,,,,,,,,,,,4,2026-04-26,LATAM
Bearing Assembly,Parts,11.0,24.5,,,,,,,,,,,1,2025-09-17,MEA
Pump System,Finished Goods,200.0,425.0,,,,,,,,,,,1,2026-01-27,MEA
Control Unit,Finished Goods,85.0,175.0,,,,,,,,,,,1,2025-10-01,US
Motor Assembly,Finished Goods,120.0,249.99,,,,,,,,,,,1,2025-07-23,LATAM
Rubber Sheet,Raw Materials,8.0,15.0,,,,,,,,,,,6,2025-08-03,EU
Widget Pro,Electronics,12.5,29.99,,,,,,,,,,,7,2025-10-07,APAC
