Product Name,Unit Cost,Selling Price,Current Stock,Category,Warehouse,Min Stock,Max Stock
Packing Peanuts 14cu ft Eco,72.28,110.45,3276,Packaging,Primary,98,10059
Shipping Tape Clear 6pk Premium,17.87,25.76,5177,Packaging,International,41,14034
Shipping Labels 4x6 500ct Standard,87.83,113.36,6738,Packaging,Midwest,48,12569
Poly Mailers 10x13 100pk Elite,37.85,57.06,1124,Packaging,Primary,54,14261
Stretch Wrap 18in 1000ft V3,63.62,98.08,280,Packaging,Midwest,26,17488
Kraft Packing Paper 25lb Eco,72.61,109.62,7259,Packaging,East Coast,66,14593
Foam Sheets 12x12 50pk Compact,74.37,104.52,5714,Packaging,International,43,17770
Strapping Tape 2in 6pk HD,22.12,33.0,9787,Packaging,Primary,53,15796
Pallet Wrap 80ga 1500ft Max,79.89,123.48,8670,Packaging,South,69,13515
Air Pillow Film Roll Mini,8.87,11.09,2204,Packaging,East Coast,45,16527
Tissue Paper White 100pk Lite,24.48,35.82,5380,Packaging,Midwest,40,16595
Gift Boxes Assorted 12pk Lite,83.17,119.29,9054,Packaging,East Coast,92,16602
Satin Ribbon Roll 50yd Bulk,73.09,113.0,6560,Packaging,West Coast,60,13698
Gift Bags Medium 24pk Premium,34.6,46.67,3618,Packaging,International,43,13070
Kraft Paper Roll 36in x 200ft Bulk,25.93,40.71,1892,Packaging,International,86,10799
Corrugated Roll 48in x 100ft Basic,60.25,90.72,5713,Packaging,Midwest,30,11751
Whole Bean Coffee 2lb Ultra,11.94,17.77,2844,Food & Beverage,Primary,16,3591
Ground Coffee Medium 5lb V3,31.29,43.08,2241,Food & Beverage,Midwest,9,3886
Earl Grey Tea 200ct HD,29.19,41.54,2229,Food & Beverage,Midwest,30,4144
Cane Sugar 10lb Lite,15.79,21.87,709,Food & Beverage,West Coast,6,3305
Coffee Creamer Singles 100pk Advanced,14.92,18.43,1123,Food & Beverage,Primary,7,3399
Paper Cups 12oz 100pk V2,25.47,34.12,1624,Food & Beverage,Primary,6,3801
PLA Lids 12oz 100pk Advanced,27.53,39.15,1222,Food & Beverage,Primary,20,4977
Wood Stirrers 1000pk Elite,2.56,3.32,2753,Food & Beverage,Primary,21,4783
Cocktail Napkins 500pk Basic,14.57,19.13,621,Food & Beverage,Primary,29,4528
Paper Plates 9in 100pk Lite+,24.32,32.08,299,Food & Beverage,East Coast,26,4704
Wood Cutlery Set 200pk Mini,28.45,33.13,2264,Food & Beverage,Midwest,22,5114
Spring Water 24pk 16oz Basic,4.61,5.79,2082,Food & Beverage,East Coast,18,5352
Granola Bars Variety 36pk Plus,13.99,20.14,692,Food & Beverage,International,18,4218
Mixed Nuts 2lb Canister Bulk,44.18,54.78,1788,Food & Beverage,Primary,20,4222
Dried Fruit Mix 3lb Elite,34.48,44.49,1352,Food & Beverage,South,28,3944
Multigrain Crackers 8pk Pro,22.51,33.07,2361,Food & Beverage,International,7,5312
Creamy Peanut Butter 40oz Lite+,36.19,44.53,565,Food & Beverage,International,16,3468
Strawberry Jam 32oz Smart,25.88,30.24,2292,Food & Beverage,South,8,4530
Chicken Noodle Soup 6pk Elite,7.29,9.4,2261,Food & Beverage,Midwest,10,5373
Solid Light Tuna 8pk Ultra,52.59,68.99,747,Food & Beverage,East Coast,9,4360
Jasmine Rice 25lb Lite,33.71,46.29,1660,Food & Beverage,West Coast,29,3567
Penne Pasta 6pk 1lb V2,23.28,26.8,743,Food & Beverage,South,9,4734
Extra Virgin Olive Oil 1L Pro,31.17,41.41,1532,Food & Beverage,Primary,14,5106
Balsamic Vinegar 500ml Max,47.84,70.56,979,Food & Beverage,South,12,4507
Sea Salt & Pepper Set Eco,42.07,60.57,816,Food & Beverage,Primary,27,3338
Spice Rack 20-Jar HD,21.19,26.14,1366,Food & Beverage,West Coast,8,4966
Raw Honey 32oz Bulk,50.67,64.96,921,Food & Beverage,Primary,30,4413
Organic Granola 2lb Pro,48.43,68.14,1276,Food & Beverage,East Coast,7,3362
Whey Protein 5lb Chocolate Basic,14.96,17.66,1383,Food & Beverage,International,17,5102
Electrolyte Mix 30pk Lemon Elite,39.45,53.19,78,Food & Beverage,South,13,4388
Wireless Mouse Ultra,94.47,143.74,46,Electronics,Primary,4,858
Mechanical Keyboard V3,34.23,44.99,236,Electronics,West Coast,1,793
USB-C Hub Lite,120.96,183.14,362,Electronics,West Coast,4,502
Webcam HD Lite,867.04,1084.97,419,Electronics,International,2,889
Bluetooth Speaker Basic,533.58,658.19,234,Electronics,West Coast,4,786
Portable Charger Mini,681.67,907.59,431,Electronics,Midwest,4,734
HDMI Cable HD,772.65,891.45,148,Electronics,West Coast,2,658
SSD 1TB Elite,720.14,959.24,330,Electronics,International,2,540
RAM 16GB Module Lite+,685.47,800.52,120,Electronics,South,2,635
Graphics Card RTX HD,674.83,971.1,236,Electronics,Midwest,3,886
CPU Processor Premium,895.12,1151.23,404,Electronics,South,1,654
Motherboard ATX Premium,807.73,1206.36,305,Electronics,Midwest,3,858
Power Supply 750W V3,760.11,1038.74,181,Electronics,West Coast,4,510
PC Case Mid-Tower Standard,150.17,175.79,309,Electronics,South,5,684
Monitor 27 4K Standard,723.46,951.66,65,Electronics,Primary,1,555
Laptop Stand Aluminum Lite+,858.26,1184.79,205,Electronics,West Coast,3,730
Noise Cancelling Headphones Standard,607.88,784.43,179,Electronics,South,4,576
Smart Watch Pro Elite,712.27,862.33,203,Electronics,West Coast,5,607
Fitness Tracker Band Advanced,307.38,469.46,353,Electronics,East Coast,1,888
Wireless Earbuds Elite,14.32,19.37,494,Electronics,West Coast,4,770
Tablet 10 inch HD,15.21,20.13,375,Electronics,South,5,873
E-Reader Paperwhite V2,830.34,1271.7,372,Electronics,East Coast,4,534
Smart Plug WiFi Advanced,123.33,162.04,285,Electronics,South,4,517
WiFi Router AX Ultra,795.42,1198.02,229,Electronics,Midwest,5,691
Network Switch 8-Port Plus,682.4,840.75,294,Electronics,Midwest,4,573
External HDD 2TB Eco,449.82,623.32,455,Electronics,International,4,535
Flash Drive 128GB Lite,54.38,72.06,127,Electronics,East Coast,3,563
Memory Card 256GB Basic,539.38,657.48,343,Electronics,South,1,708
Desk Lamp LED V2,262.24,318.78,103,Electronics,East Coast,2,526
Phone Charger 65W V3,557.02,847.58,134,Electronics,Primary,3,694
Screen Protector Glass Compact,733.88,1105.1,432,Electronics,West Coast,4,789
Phone Case Silicone Eco,613.65,706.26,318,Electronics,East Coast,3,835
Laptop Sleeve 15in V3,310.22,423.47,205,Electronics,East Coast,3,898
Monitor Arm Single Smart,278.44,335.41,180,Electronics,International,2,746
Keyboard Wrist Rest Plus,34.54,45.01,486,Electronics,South,3,629
Mouse Pad XXL Basic,306.02,417.01,404,Electronics,Primary,3,625
Cable Management Kit Mini,865.85,1214.53,396,Electronics,West Coast,5,505
Surge Protector 12-Outlet V2,329.09,505.23,468,Electronics,Primary,2,771
UPS Battery 1500VA Bulk,226.59,300.83,394,Electronics,West Coast,3,567
USB Microphone Bulk,721.64,968.35,445,Electronics,South,4,781
Ring Light 18in Ultra,492.2,571.43,97,Electronics,International,1,617
Green Screen 5x7ft Elite,856.11,1042.33,132,Electronics,Primary,1,746
Streaming Deck MK2 Lite,561.18,806.32,171,Electronics,Midwest,5,705
Capture Card 4K V3,856.52,1250.75,343,Electronics,Midwest,2,776
Drone Camera Pro Elite,474.41,637.42,475,Electronics,East Coast,5,754
Action Camera 4K Lite,230.18,279.21,163,Electronics,Midwest,5,685
Digital Camera Mirrorless V2,520.77,622.45,473,Electronics,West Coast,5,700
Camera Lens 50mm Standard,107.8,124.33,104,Electronics,South,2,777
Tripod Carbon Fiber Advanced,10.93,12.59,170,Electronics,Primary,1,859
Camera Bag Backpack V2,476.73,607.78,355,Electronics,Primary,1,576
SD Card Reader Max,614.59,886.39,340,Electronics,International,1,542
Ballpoint Pens 12pk Lite+,65.59,93.13,576,Office Supplies,West Coast,6,2815
Sticky Notes 8pk Advanced,90.19,115.67,1791,Office Supplies,West Coast,6,2113
File Folders 24pk Compact,75.29,129.85,674,Office Supplies,Primary,4,3597
Printer Paper A4 5-Ream XL,31.63,50.88,1189,Office Supplies,West Coast,18,2517
Ink Cartridge Black XL V2,148.72,198.97,1497,Office Supplies,Midwest,16,2113
Ink Cartridge Color Combo Basic,163.63,229.9,1525,Office Supplies,Primary,10,2413
Desk Organizer Bamboo Elite,174.2,262.1,1030,Office Supplies,International,8,2487
Paper Shredder Cross-Cut Basic,39.69,60.37,1339,Office Supplies,Primary,4,2872
Laminator Machine A4 Lite,155.73,218.23,1237,Office Supplies,East Coast,8,2469
Label Maker Portable Compact,87.89,119.59,1379,Office Supplies,International,14,3024
Whiteboard Magnetic 48x36 Mini,112.15,165.55,215,Office Supplies,International,15,2090
Dry Erase Markers 8pk Mini,102.22,153.11,1754,Office Supplies,East Coast,19,3370
Whiteboard Eraser Pro,111.52,157.27,1190,Office Supplies,Primary,8,2094
Stapler Heavy-Duty Basic,28.7,46.9,742,Office Supplies,East Coast,8,2487
Staples 5000pk Max,174.55,256.58,27,Office Supplies,International,12,3178
Tape Dispenser Desktop V3,135.96,210.91,1055,Office Supplies,Primary,9,3215
Scissors Titanium Bulk,96.86,170.74,1880,Office Supplies,Primary,15,2660
Paper Clips 100pk Lite,77.85,103.28,1257,Office Supplies,West Coast,18,2170
Binder Clips Assorted 24pk Smart,30.51,36.97,1632,Office Supplies,Midwest,18,2684
Rubber Bands 1lb Standard,125.58,159.04,1641,Office Supplies,West Coast,13,2375
Envelopes White 100pk Basic,146.12,247.82,1213,Office Supplies,Midwest,17,2324
Notebooks College-Ruled 6pk Max,62.9,78.49,1915,Office Supplies,Primary,11,3419
Daily Planner 2024 V2,54.77,84.62,1641,Office Supplies,Midwest,19,3490
Scientific Calculator Eco,136.99,217.47,1470,Office Supplies,East Coast,18,2983
Ruler Metal 12in Premium,54.17,85.65,424,Office Supplies,South,14,2623
3-Hole Punch Ultra,93.88,121.94,1795,Office Supplies,Midwest,16,2741
Letter Tray Stackable Mini,61.42,88.67,1476,Office Supplies,South,13,2456
Magazine Rack Wire Plus,150.45,235.91,1190,Office Supplies,East Coast,5,3562
Bulletin Board Cork 36x24 Premium,167.13,265.46,1332,Office Supplies,West Coast,13,2256
Push Pins Colored 100pk Lite+,105.03,152.43,123,Office Supplies,Primary,4,3476
Correction Tape 3pk Elite,52.39,81.77,878,Office Supplies,East Coast,15,2989
Glue Sticks Washable 6pk Lite+,75.32,103.4,363,Office Supplies,International,16,2782
Index Cards Ruled 200pk Max,23.53,31.93,334,Office Supplies,Midwest,5,2452
Graph Paper Pad 4x4 Smart,42.34,65.93,193,Office Supplies,Primary,12,3289
Legal Pads Yellow 3pk Mini,122.5,157.9,515,Office Supplies,Primary,7,3455
Presentation Folders 25pk Ultra,34.0,44.52,656,Office Supplies,Midwest,6,2529
Sheet Protectors 50pk Bulk,76.38,136.09,46,Office Supplies,Primary,4,3298
Report Covers Prong 12pk Advanced,48.6,85.1,1652,Office Supplies,West Coast,11,2445
Clipboard Letter-Size Smart,95.42,156.7,938,Office Supplies,East Coast,13,2335
Pen Holder Mesh Elite,97.43,131.08,1645,Office Supplies,Midwest,14,3262
Ergonomic Office Chair HD,1279.33,1591.99,63,Furniture,East Coast,1,145
Electric Standing Desk Smart,62.13,71.49,57,Furniture,Midwest,1,138
L-Shaped Corner Desk Eco,584.66,644.98,94,Furniture,South,1,118
5-Tier Bookshelf Elite,56.7,63.02,83,Furniture,West Coast,1,155
3-Drawer Filing Cabinet Ultra,589.98,802.02,84,Furniture,East Coast,2,138
Conference Table 8-seat Ultra,721.92,848.13,96,Furniture,West Coast,2,140
Guest Chair Padded Plus,1010.15,1197.27,84,Furniture,Midwest,1,115
Desk Lamp Architect Smart,707.55,808.79,92,Furniture,Midwest,1,155
Chair Floor Mat 48x36 XL,1142.59,1348.59,75,Furniture,East Coast,1,179
Monitor Riser Wood Standard,1339.88,1748.78,53,Furniture,West Coast,1,135
Storage Cabinet Locking V3,1044.2,1359.09,25,Furniture,South,2,122
Coat Rack Standing Lite+,796.58,929.39,60,Furniture,South,1,131
Waste Basket Metal Mini,1252.49,1470.28,63,Furniture,West Coast,1,135
Under-Desk Drawer Unit Eco,893.68,1207.79,28,Furniture,East Coast,1,123
Computer Desk Compact HD,458.46,620.54,21,Furniture,West Coast,2,160
Gaming Chair Racing Pro,899.78,1135.18,26,Furniture,Primary,2,120
Recliner Leather Eco,349.16,388.77,11,Furniture,East Coast,2,106
3-Seat Sofa Fabric Eco,1156.35,1385.3,5,Furniture,West Coast,2,111
Coffee Table Glass XL,477.62,648.49,8,Furniture,West Coast,2,106
Side Table Round Max,242.91,314.4,89,Furniture,Midwest,2,143
TV Stand 65in Standard,132.2,168.97,22,Furniture,Primary,2,147
Shoe Rack 4-Tier Max,472.81,592.53,6,Furniture,Primary,2,166
Wardrobe Sliding-Door Elite,159.4,187.27,95,Furniture,West Coast,2,102
6-Drawer Dresser Eco,1030.39,1229.27,34,Furniture,International,1,178
Nightstand 2-Drawer Lite+,185.25,242.23,98,Furniture,Midwest,2,145
Queen Bed Frame Metal Mini,1255.5,1528.82,31,Furniture,International,1,165
Queen Memory Foam Mattress Max,1373.6,1679.74,4,Furniture,International,2,115
Dining Table 6-seat Oak HD,218.08,295.63,87,Furniture,East Coast,2,155
Dining Chair Padded 2pk Bulk,214.39,292.04,2,Furniture,Primary,2,155
Bar Stool Adjustable Bulk,91.7,105.1,42,Furniture,West Coast,2,164
Kitchen Island Cart HD,848.06,1050.05,11,Furniture,International,2,124
Pantry Cabinet Tall V3,980.58,1202.91,66,Furniture,Primary,1,175
Bathroom Vanity 36in Mini,95.24,130.95,99,Furniture,Primary,2,112
Mirror Cabinet LED V3,853.86,1063.63,67,Furniture,South,1,168
Laundry Hamper Bamboo V3,87.23,116.87,52,Furniture,East Coast,1,149
Room Divider 4-Panel Basic,748.9,915.37,67,Furniture,International,2,168
Accent Chair Velvet XL,155.93,209.76,47,Furniture,Primary,2,176
Ottoman Storage XL,891.82,1157.81,50,Furniture,South,2,151
Console Table Entryway Basic,1070.58,1299.75,24,Furniture,Midwest,1,101
Storage Bench Entryway Max,1010.34,1158.84,2,Furniture,Midwest,1,137
All-Purpose Cleaner 1gal Max,29.19,43.17,2931,Cleaning,Primary,36,6158
Glass Cleaner Spray 32oz Ultra,24.18,39.02,285,Cleaning,Primary,44,5909
Disinfectant Wipes 6pk Compact,27.96,48.26,4313,Cleaning,International,48,7392
Floor Cleaner Concentrate Elite,17.96,28.21,2889,Cleaning,South,28,7488
Bathroom Cleaner Foaming V3,19.7,33.41,2181,Cleaning,West Coast,34,6969
Kitchen Degreaser Elite,3.52,5.17,4365,Cleaning,Midwest,42,7962
Air Freshener Refills 3pk Ultra,18.02,30.35,2815,Cleaning,Primary,41,8658
Microfiber Cloths 12pk Lite,20.27,28.93,422,Cleaning,South,32,7739
Scrub Sponges 6pk XL,37.3,50.49,2537,Cleaning,Primary,25,8793
Rubber Gloves Latex 3pk Advanced,4.1,6.41,3645,Cleaning,East Coast,23,7410
Trash Bags 13gal 50pk Pro,32.95,43.41,4385,Cleaning,West Coast,32,6755
Paper Towels 12-Roll V3,12.33,18.31,3956,Cleaning,East Coast,40,8254
Toilet Paper 24-Roll Pro,31.11,40.43,4106,Cleaning,Primary,45,6970
Hand Soap Refill 1gal Elite,35.66,59.55,932,Cleaning,South,33,6159
Hand Sanitizer Pump 32oz Lite+,30.95,38.88,897,Cleaning,International,19,6075
Spin Mop System Plus,7.96,11.44,2426,Cleaning,Primary,31,6315
Angle Broom Plus,44.86,62.71,306,Cleaning,International,42,8048
Dustpan Combo Plus,30.63,47.26,4560,Cleaning,Midwest,23,7326
Vacuum Bags 6pk Compact,29.14,39.88,4227,Cleaning,West Coast,40,5553
Dish Soap Lemon 32oz Compact,6.19,8.4,1706,Cleaning,South,28,6018
Dishwasher Pods 60pk Eco,35.22,45.07,295,Cleaning,West Coast,47,5325
Laundry Detergent 100oz Eco,15.45,24.06,1901,Cleaning,International,11,7014
Fabric Softener Sheets 240ct Premium,6.57,11.47,4689,Cleaning,West Coast,36,6286
Stain Remover Spray HD,34.45,45.69,4117,Cleaning,Primary,22,6471
Bleach Concentrate 1gal Advanced,28.04,40.34,1240,Cleaning,Midwest,31,5635
Extendable Duster 10ft Bulk,29.17,37.27,1409,Cleaning,Primary,18,6023
Window Squeegee 12in Max,11.65,20.12,369,Cleaning,International,33,6565
Toilet Brush Set Ultra,21.42,35.86,886,Cleaning,Primary,21,6472
Heavy-Duty Plunger XL,24.3,39.32,2199,Cleaning,South,16,8780
Drain Cleaner Gel 32oz V2,35.2,52.92,148,Cleaning,Midwest,31,5284
Lint Roller Mega 4pk Compact,20.55,32.98,990,Cleaning,South,21,5890
Carpet Cleaner Shampoo Max,22.98,35.08,2306,Cleaning,South,41,7600
Wood Polish Spray Plus,27.1,39.05,1636,Cleaning,West Coast,36,5339
Stainless Steel Cleaner Max,22.37,34.8,4569,Cleaning,West Coast,28,6240
Oven Cleaner Heavy-Duty Max,2.64,3.51,2176,Cleaning,West Coast,45,5611
Grout Cleaner Brush Set Basic,25.4,36.74,627,Cleaning,Midwest,25,8556
First Aid Kit 200-Piece Eco,117.12,146.99,52,Safety,Primary,5,1075
Fire Extinguisher ABC 5lb Basic,10.8,13.0,705,Safety,South,8,1646
Safety Goggles Anti-Fog Mini,230.26,328.3,628,Safety,South,5,1685
Work Gloves Leather 12pk HD,4.58,5.4,280,Safety,South,9,1094
Hard Hat OSHA-Compliant Elite,208.83,249.23,114,Safety,West Coast,4,1751
Safety Vest Hi-Vis 10pk Compact,239.23,331.76,156,Safety,Midwest,6,1743
Ear Plugs NRR32 50pk HD,141.37,195.68,226,Safety,Primary,6,1064
N95 Dust Masks 50pk Eco,67.67,84.47,212,Safety,Primary,3,1528
Face Shields Anti-Fog 5pk Mini,236.14,354.16,585,Safety,Primary,3,1319
Steel-Toe Work Boots Bulk,230.64,321.53,247,Safety,International,4,1322
Knee Pads Gel-Insert Mini,112.9,153.04,12,Safety,Midwest,6,1319
Back Support Belt Large Plus,127.08,164.56,596,Safety,Midwest,6,1048
Anti-Fatigue Mat 3x5ft Ultra,27.72,38.29,525,Safety,East Coast,9,1539
Wet Floor Sign Bilingual Lite,8.38,9.94,838,Safety,Midwest,7,1781
Traffic Cone 28in Premium,80.73,96.38,792,Safety,West Coast,4,1468
Fire Blanket 4x6ft Lite+,151.11,215.59,475,Safety,East Coast,6,1027
Smoke Detector 10-Year V3,214.89,317.62,281,Safety,International,6,1633
CO Detector Digital Elite,154.52,230.13,470,Safety,East Coast,2,1618
Emergency Kit 72-Hour Eco,153.29,214.27,412,Safety,East Coast,6,1091
Heavy-Duty Flashlight Compact,240.98,283.1,863,Safety,East Coast,8,1017
AA Batteries 24pk V2,108.38,155.33,369,Safety,International,5,1066
AAA Batteries 24pk Basic,14.23,18.8,980,Safety,Primary,8,1247
Extension Cord 25ft 12AWG Plus,23.06,34.56,627,Safety,West Coast,8,1659
Power Strip 6-Outlet USB Standard,103.53,122.49,339,Safety,Primary,5,1405
Cable Protector Ramp Compact,232.96,269.64,297,Safety,South,9,1297
Lockout Tagout Kit Compact,117.58,147.58,584,Safety,International,8,1793
Hazmat Spill Kit 5gal Elite,204.63,277.65,530,Safety,Primary,6,1529
Eye Wash Station Wall Ultra,5.99,8.25,425,Safety,Primary,3,1025
Flammable Storage Cabinet Ultra,200.09,230.38,83,Safety,East Coast,9,1497
4-Gas Detector Meter Lite+,80.36,117.94,619,Safety,Primary,5,1206
Small Box 8x8x8 25pk Ultra,47.97,59.69,1310,Packaging,South,76,10873
Medium Box 12x12x12 25pk HD,75.06,119.88,4655,Packaging,East Coast,98,10193
Large Box 18x18x18 15pk Lite,24.86,32.75,5943,Packaging,South,62,16956
Bubble Wrap Roll 175ft HD,40.85,52.74,3922,Packaging,International,86,12482
Packing Peanuts 14cu ft Elite,66.01,105.22,5710,Packaging,East Coast,67,17701
Shipping Tape Clear 6pk Eco,51.51,64.06,534,Packaging,East Coast,47,15954
Shipping Labels 4x6 500ct XL,22.7,27.25,1007,Packaging,International,59,15056
Poly Mailers 10x13 100pk Elite,52.94,71.67,6722,Packaging,International,64,11756
Stretch Wrap 18in 1000ft Compact,64.87,102.68,7925,Packaging,Primary,78,11928
Kraft Packing Paper 25lb Ultra,20.26,28.91,5071,Packaging,East Coast,74,15689
Foam Sheets 12x12 50pk Premium,46.08,68.52,2594,Packaging,International,45,16494
Strapping Tape 2in 6pk Basic,74.22,114.17,6262,Packaging,International,62,17944
Pallet Wrap 80ga 1500ft Eco,75.37,95.07,7950,Packaging,Midwest,69,14533
Air Pillow Film Roll Lite,24.21,29.81,4055,Packaging,East Coast,55,14722
Tissue Paper White 100pk Mini,80.61,112.26,6498,Packaging,Primary,76,17677
Gift Boxes Assorted 12pk HD,1.52,2.05,1759,Packaging,East Coast,81,17149
Satin Ribbon Roll 50yd Bulk,42.16,52.7,2089,Packaging,West Coast,69,11116
Gift Bags Medium 24pk Pro,35.99,54.87,9230,Packaging,West Coast,98,11539
Kraft Paper Roll 36in x 200ft Premium,35.99,48.96,9808,Packaging,South,88,15684
Corrugated Roll 48in x 100ft Ultra,2.39,3.77,5468,Packaging,Primary,66,13981
Whole Bean Coffee 2lb Eco,33.76,41.63,2739,Food & Beverage,International,10,4947
Ground Coffee Medium 5lb Mini,40.39,60.38,1658,Food & Beverage,East Coast,29,5388
Earl Grey Tea 200ct XL,19.07,25.96,2686,Food & Beverage,Primary,7,4348
Cane Sugar 10lb Smart,50.97,65.56,249,Food & Beverage,International,6,3196
Coffee Creamer Singles 100pk Lite,43.54,62.21,485,Food & Beverage,Primary,27,3226
Paper Cups 12oz 100pk Bulk,24.48,31.71,2427,Food & Beverage,South,20,3788
PLA Lids 12oz 100pk Premium,43.75,65.13,2583,Food & Beverage,Primary,26,5106
Wood Stirrers 1000pk Max,52.22,75.69,34,Food & Beverage,South,7,5277
Cocktail Napkins 500pk Max,36.72,44.71,1270,Food & Beverage,South,27,4537
Paper Plates 9in 100pk Smart,4.72,6.55,2933,Food & Beverage,Midwest,23,4658
Wood Cutlery Set 200pk Max,12.42,18.34,331,Food & Beverage,International,7,4080
Spring Water 24pk 16oz Premium,30.05,39.75,1939,Food & Beverage,International,26,4003
Granola Bars Variety 36pk HD,47.37,70.04,1328,Food & Beverage,Primary,29,4716
Mixed Nuts 2lb Canister Smart,9.34,13.97,2202,Food & Beverage,East Coast,23,3557
Dried Fruit Mix 3lb Pro,23.77,33.58,2185,Food & Beverage,West Coast,29,4628
Multigrain Crackers 8pk Mini,27.48,32.21,2609,Food & Beverage,Primary,26,3914
Creamy Peanut Butter 40oz Max,12.05,14.96,506,Food & Beverage,South,28,4787
Strawberry Jam 32oz Eco,24.45,29.74,2592,Food & Beverage,Midwest,25,3270
Chicken Noodle Soup 6pk Ultra,25.03,28.92,1028,Food & Beverage,South,10,3922
Solid Light Tuna 8pk Lite,39.79,55.98,2727,Food & Beverage,East Coast,11,4406
